Date,Close,High,Low,Open,Volume,Day,Ticker
2016-08-11,218.65,218.94,217.95,218.26,155825,154.0,SPY
2016-08-12,218.46,218.71,217.99,218.26,141884,155.0,SPY
2016-08-15,219.09,219.5,218.88,218.89,121436,156.0,SPY
2016-08-16,217.96,218.68,217.97,218.58,146893,157.0,SPY
2016-08-17,218.37,218.53,217.02,218.0,194676,158.0,SPY
2016-08-18,218.86,218.9,218.21,218.31,124350,159.0,SPY
2016-08-19,218.54,218.75,217.75,218.34,160867,160.0,SPY
2016-08-22,218.53,218.8,217.83,218.27,151665,161.0,SPY
2016-08-23,218.97,219.6,218.9,219.23,131884,162.0,SPY
2016-08-24,217.85,218.91,217.36,218.82,163107,163.0,SPY
2016-08-25,217.7,218.19,217.22,217.4,153301,164.0,SPY
2016-08-26,217.29,219.12,216.25,217.9,342960,165.0,SPY
2016-08-29,218.36,218.66,217.41,217.43,160415,166.0,SPY
2016-08-30,218.0,218.59,217.35,218.25,142956,167.0,SPY
2016-08-31,217.38,217.75,216.47,217.64,185449,168.0,SPY
2016-09-01,217.39,217.73,216.04,217.38,213763,169.0,SPY
2016-09-02,218.37,218.86,217.7,218.36,221655,170.0,SPY
2016-09-06,219.03,219.09,217.86,218.72,126633,171.0,SPY
2016-09-07,219.01,219.22,218.31,218.84,139942,172.0,SPY
2016-09-08,218.51,218.94,218.15,218.6,188827,173.0,SPY
2016-09-09,213.28,217.03,213.25,216.96,497952,174.0,SPY
2016-09-12,216.34,216.81,212.31,212.39,418649,175.0,SPY
2016-09-13,213.23,215.14,212.5,214.85,390057,176.0,SPY
2016-09-14,213.15,214.69,212.51,213.29,292785,177.0,SPY
2016-09-15,215.28,215.73,212.76,213.0,288410,178.0,SPY
2016-09-16,213.37,213.69,212.58,213.5,285059,179.0,SPY
2016-09-19,213.41,214.87,213.04,214.13,185708,180.0,SPY
2016-09-20,213.42,214.59,213.39,214.43,159651,181.0,SPY
2016-09-21,215.82,216.03,213.44,214.22,312356,182.0,SPY
2016-09-22,217.18,217.53,216.71,216.99,188651,183.0,SPY
2016-09-23,215.99,216.88,215.88,216.73,158909,184.0,SPY
2016-09-26,214.24,215.23,214.01,215.02,205363,185.0,SPY
2016-09-27,215.57,215.68,213.63,214.03,167881,186.0,SPY
2016-09-28,216.64,216.82,214.71,215.81,211429,187.0,SPY
2016-09-29,214.68,216.87,214.05,216.39,328231,188.0,SPY
2016-09-30,216.3,217.12,215.37,215.67,254279,189.0,SPY
2016-10-03,215.78,216.04,215.04,215.81,168479,190.0,SPY
2016-10-04,214.68,216.17,213.99,215.86,276180,191.0,SPY
2016-10-05,215.63,216.13,215.34,215.37,174781,192.0,SPY
2016-10-06,215.78,216.04,214.74,215.39,164694,193.0,SPY
2016-10-07,215.04,216.3,214.2,216.06,221904,194.0,SPY
2016-10-10,216.16,216.69,215.99,216.14,109197,195.0,SPY
2016-10-11,213.43,215.74,212.58,215.64,287182,196.0,SPY
2016-10-12,213.71,214.32,213.01,213.61,171863,197.0,SPY
2016-10-13,213.01,213.59,211.21,212.15,218378,198.0,SPY
2016-10-14,213.12,214.69,213.03,214.14,212811,199.0,SPY
2016-10-17,212.38,213.38,212.17,213.07,137844,200.0,SPY
2016-10-18,213.71,214.29,213.28,214.24,145684,201.0,SPY
2016-10-19,214.28,214.64,213.6,214.0,144014,202.0,SPY
2016-10-20,213.88,214.53,213.12,213.85,165190,203.0,SPY
2016-10-21,213.98,214.07,212.77,212.95,151588,204.0,SPY
2016-10-24,214.89,215.31,214.48,214.98,129323,205.0,SPY
2016-10-25,214.17,214.98,213.98,214.7,134888,206.0,SPY
2016-10-26,213.74,214.41,212.94,213.22,178039,207.0,SPY
2016-10-27,213.17,214.62,213.09,214.57,169637,208.0,SPY
2016-10-28,212.54,213.93,211.71,213.13,348823,209.0,SPY
2016-10-31,212.55,213.19,212.37,212.95,132236,210.0,SPY
2016-11-01,211.01,212.99,209.6,212.9,258597,211.0,SPY
2016-11-02,209.74,211.1,209.24,210.67,234247,212.0,SPY
2016-11-03,208.78,210.24,208.46,210.01,193111,213.0,SPY
2016-11-04,208.55,209.88,208.39,208.91,218123,214.0,SPY
2016-11-07,213.15,213.19,211.3,211.47,229258,215.0,SPY
2016-11-08,214.11,214.77,212.38,212.72,245770,216.0,SPY
2016-11-09,216.38,217.09,212.34,212.47,564790,217.0,SPY
2016-11-10,216.92,218.31,215.23,217.32,443986,218.0,SPY
2016-11-11,216.42,216.69,215.33,216.13,203864,219.0,SPY
2016-11-14,216.59,217.27,215.73,216.99,219667,220.0,SPY
2016-11-15,218.28,218.28,216.81,217.04,168124,221.0,SPY
2016-11-16,217.87,218.14,217.42,217.52,134890,222.0,SPY
2016-11-17,218.99,219.06,217.93,218.04,142464,223.0,SPY
2016-11-18,218.5,219.26,218.29,219.04,144751,224.0,SPY
2016-11-21,220.15,220.18,219.01,219.19,139953,225.0,SPY
2016-11-22,220.58,220.79,219.73,220.49,148925,226.0,SPY
2016-11-23,220.7,220.76,219.75,220.0,121714,227.0,SPY
2016-11-25,221.52,221.54,221.01,221.12,70680,228.0,SPY
2016-11-28,220.48,221.48,220.36,221.19,146690,229.0,SPY
2016-11-29,220.91,221.43,220.17,220.58,130679,230.0,SPY
2016-11-30,220.38,221.82,220.31,221.65,201216,231.0,SPY
2016-12-01,219.57,220.73,219.15,220.73,169308,232.0,SPY
2016-12-02,219.68,220.25,219.26,219.7,154432,233.0,SPY
2016-12-05,221.0,221.4,220.42,220.67,142724,234.0,SPY
2016-12-06,221.7,221.74,220.67,221.24,124132,235.0,SPY
2016-12-07,224.6,224.67,221.39,221.5,226578,236.0,SPY
2016-12-08,225.15,225.7,224.26,224.57,201832,237.0,SPY
2016-12-09,226.51,226.5,225.37,225.44,181804,238.0,SPY
2016-12-12,226.25,226.95,225.76,226.42,194294,239.0,SPY
2016-12-13,227.76,228.34,227.0,227.01,225085,240.0,SPY
2016-12-14,225.88,228.23,225.36,227.41,282023,241.0,SPY
2016-12-15,226.81,227.81,226.01,226.13,232379,242.0,SPY
2016-12-16,225.04,226.08,224.67,225.99,226310,243.0,SPY
2016-12-19,225.53,225.97,225.08,225.24,115699,244.0,SPY
2016-12-20,226.4,226.57,225.88,226.16,98427,245.0,SPY
2016-12-21,225.77,226.45,225.77,226.27,92365,246.0,SPY
2016-12-22,225.38,225.73,224.93,225.61,102679,247.0,SPY
2016-12-23,225.71,225.72,225.22,225.42,70586,248.0,SPY
2016-12-27,226.27,226.73,226.0,226.0,74543,249.0,SPY
2016-12-28,224.4,226.59,224.28,226.59,126341,250.0,SPY
2016-12-29,224.35,224.89,223.84,224.48,90393,251.0,SPY
2016-12-30,223.53,224.83,222.73,224.71,195417,252.0,SPY
2017-01-03,225.24,225.83,223.89,225.07,182534,1.0,SPY
2017-01-04,226.58,226.75,225.61,225.64,149948,2.0,SPY
2017-01-05,226.4,226.58,225.49,226.28,116916,3.0,SPY
2017-01-06,227.21,227.75,225.9,226.53,156189,4.0,SPY
2017-01-09,226.46,227.07,226.42,226.9,94254,5.0,SPY
2017-01-10,226.46,227.44,226.01,226.48,124686,6.0,SPY
2017-01-11,227.1,227.07,225.59,226.37,194847,7.0,SPY
2017-01-12,226.53,226.75,224.96,226.5,181313,8.0,SPY
2017-01-13,227.05,227.4,226.69,226.75,133191,9.0,SPY
2017-01-17,226.25,226.78,225.8,226.3,133368,10.0,SPY
2017-01-18,226.75,226.8,225.91,226.52,136812,11.0,SPY
2017-01-19,225.91,227.0,225.41,226.83,154008,12.0,SPY
2017-01-20,226.74,227.31,226.06,226.73,204677,13.0,SPY
2017-01-23,226.15,226.8,225.27,226.37,150762,14.0,SPY
2017-01-24,227.6,228.08,226.28,226.4,155723,15.0,SPY
2017-01-25,229.57,229.57,228.51,228.7,161244,16.0,SPY
2017-01-26,229.33,229.71,229.01,229.4,109067,17.0,SPY
2017-01-27,228.97,229.58,228.76,229.44,113715,18.0,SPY
2017-01-30,227.55,228.2,226.41,228.18,184003,19.0,SPY
2017-01-31,227.53,227.6,226.32,226.98,170651,20.0,SPY
2017-02-01,227.62,228.58,226.95,228.25,180109,21.0,SPY
2017-02-02,227.77,228.09,226.82,227.24,166122,22.0,SPY
2017-02-03,229.34,229.54,228.47,228.81,163701,23.0,SPY
2017-02-06,228.93,229.32,228.54,228.89,113245,24.0,SPY
2017-02-07,228.94,229.65,228.72,229.36,119745,25.0,SPY
2017-02-08,229.24,229.39,228.31,228.59,110296,26.0,SPY
2017-02-09,230.6,230.95,229.52,229.57,135953,27.0,SPY
2017-02-10,231.51,231.77,230.89,231.0,143885,28.0,SPY
2017-02-13,232.77,233.07,232.05,232.09,125691,29.0,SPY
2017-02-14,233.7,233.71,232.17,232.55,163146,30.0,SPY
2017-02-15,234.92,235.13,233.39,233.43,180494,31.0,SPY
2017-02-16,234.72,235.15,233.86,234.93,199549,32.0,SPY
2017-02-17,235.09,235.06,233.94,233.97,167798,33.0,SPY
2017-02-21,236.49,236.68,235.51,235.51,164266,34.0,SPY
2017-02-22,236.28,236.54,235.84,236.02,131027,35.0,SPY
2017-02-23,236.44,236.9,235.57,236.88,189667,36.0,SPY
2017-02-24,236.74,236.79,235.41,235.42,193835,37.0,SPY
2017-02-27,237.11,237.31,236.35,236.61,129219,38.0,SPY
2017-02-28,236.47,236.95,236.02,236.71,179281,39.0,SPY
2017-03-01,239.78,240.32,238.37,238.38,261899,40.0,SPY
2017-03-02,238.27,239.57,238.21,239.57,168448,41.0,SPY
2017-03-03,238.42,238.61,237.74,238.19,145284,42.0,SPY
2017-03-06,237.71,238.12,237.02,237.48,119228,43.0,SPY
2017-03-07,237.0,237.77,236.76,237.39,111316,44.0,SPY
2017-03-08,236.56,237.63,236.41,237.34,147380,45.0,SPY
2017-03-09,236.86,237.24,235.75,236.68,165993,46.0,SPY
2017-03-10,237.69,238.02,236.59,237.97,157727,47.0,SPY
2017-03-13,237.81,237.85,237.24,237.59,120658,48.0,SPY
2017-03-14,236.9,237.24,236.19,237.2,137905,49.0,SPY
2017-03-15,238.95,239.43,237.29,237.56,185702,50.0,SPY
2017-03-16,238.48,239.2,238.1,239.11,148095,51.0,SPY
2017-03-17,237.03,237.97,237.07,237.75,159522,52.0,SPY
2017-03-20,236.77,237.36,236.33,237.03,111892,53.0,SPY
2017-03-21,233.73,237.6,233.58,237.49,256264,54.0,SPY
2017-03-22,234.28,234.61,233.05,233.77,183660,55.0,SPY
2017-03-23,234.03,235.34,233.6,233.99,201175,56.0,SPY
2017-03-24,233.86,235.04,232.96,234.35,224359,57.0,SPY
2017-03-27,233.62,233.92,231.61,231.97,187798,58.0,SPY
2017-03-28,235.32,235.8,233.15,233.27,193682,59.0,SPY
2017-03-29,235.54,235.81,234.72,235.0,107592,60.0,SPY
2017-03-30,236.29,236.52,235.28,235.49,120283,61.0,SPY
2017-03-31,235.74,236.51,235.68,235.91,139107,62.0,SPY
2017-04-03,235.33,236.03,233.92,235.79,179925,63.0,SPY
2017-04-04,235.48,235.58,234.56,235.0,128507,64.0,SPY
2017-04-05,234.78,237.39,234.55,236.26,255284,65.0,SPY
2017-04-06,235.44,236.04,234.43,234.95,150038,66.0,SPY
2017-04-07,235.2,235.99,234.64,235.18,156170,67.0,SPY
2017-04-10,235.34,236.25,234.74,235.36,136960,68.0,SPY
2017-04-11,235.06,235.18,233.34,234.9,185019,69.0,SPY
2017-04-12,234.03,234.95,233.77,234.74,149062,70.0,SPY
2017-04-13,232.51,234.49,232.55,233.65,176378,71.0,SPY
2017-04-17,234.57,234.57,232.88,233.12,142836,72.0,SPY
2017-04-18,233.87,234.48,233.08,233.71,149547,73.0,SPY
2017-04-19,233.44,234.95,233.18,234.52,152758,74.0,SPY
2017-04-20,235.34,235.85,233.78,234.15,192923,75.0,SPY
2017-04-21,234.59,235.3,234.13,235.22,167592,76.0,SPY
2017-04-24,237.17,237.41,236.61,237.17,195349,77.0,SPY
2017-04-25,238.55,238.95,237.81,237.93,163128,78.0,SPY
2017-04-26,238.4,239.53,238.35,238.53,182205,79.0,SPY
2017-04-27,238.6,238.94,237.98,238.74,113001,80.0,SPY
2017-04-28,238.08,238.93,237.93,238.93,133566,81.0,SPY
2017-05-01,238.68,239.17,238.2,238.69,102385,82.0,SPY
2017-05-02,238.77,238.98,238.3,238.82,120058,83.0,SPY
2017-05-03,238.48,238.73,237.71,238.29,135141,84.0,SPY
2017-05-04,238.76,238.92,237.78,238.83,134460,85.0,SPY
2017-05-05,239.7,239.72,238.69,239.16,126633,86.0,SPY
2017-05-08,239.66,239.92,239.17,239.77,94952,87.0,SPY
2017-05-09,239.44,240.18,239.05,239.96,123415,88.0,SPY
2017-05-10,239.87,239.87,239.15,239.38,100102,89.0,SPY
2017-05-11,239.38,239.57,238.14,239.31,128911,90.0,SPY
2017-05-12,238.98,239.21,238.68,239.09,113694,91.0,SPY
2017-05-15,240.3,240.44,239.45,239.47,120604,92.0,SPY
2017-05-16,240.08,240.67,239.63,240.62,106801,93.0,SPY
2017-05-17,235.82,238.63,235.75,238.1,312399,94.0,SPY
2017-05-18,236.77,237.74,235.43,235.7,221733,95.0,SPY
2017-05-19,238.31,239.08,237.27,237.36,211443,96.0,SPY
2017-05-22,239.52,239.71,238.82,238.9,114017,97.0,SPY
2017-05-23,240.05,240.23,239.52,239.98,108755,98.0,SPY
2017-05-24,240.61,240.73,239.93,240.33,108302,99.0,SPY
2017-05-25,241.76,242.08,240.97,241.22,132600,100.0,SPY
2017-05-26,241.71,241.9,241.45,241.55,89485,101.0,SPY
2017-05-30,241.5,241.79,241.16,241.32,88952,102.0,SPY
2017-05-31,241.44,241.88,240.64,241.84,179269,103.0,SPY
2017-06-01,243.36,243.33,241.64,241.97,133752,104.0,SPY
2017-06-02,244.17,244.34,243.08,243.45,137324,105.0,SPY
2017-06-05,243.99,244.3,243.76,243.98,74207,106.0,SPY
2017-06-06,243.21,243.98,243.13,243.34,95869,107.0,SPY
2017-06-07,243.66,243.91,242.84,243.6,101972,108.0,SPY
2017-06-08,243.78,244.33,243.18,243.8,117819,109.0,SPY
2017-06-09,243.41,245.01,241.95,244.07,299154,110.0,SPY
2017-06-12,243.36,243.42,242.38,243.13,153336,111.0,SPY
2017-06-13,244.55,244.6,243.58,243.98,127070,112.0,SPY
2017-06-14,244.24,244.87,243.29,244.86,154289,113.0,SPY
2017-06-15,243.77,243.91,242.37,242.68,136385,114.0,SPY
2017-06-16,242.64,242.83,241.64,242.77,135614,115.0,SPY
2017-06-19,244.66,244.73,243.48,243.61,121990,116.0,SPY
2017-06-20,243.01,244.26,242.99,244.24,112646,117.0,SPY
2017-06-21,242.95,243.59,242.41,243.43,118988,118.0,SPY
2017-06-22,242.84,243.52,242.64,242.97,92901,119.0,SPY
2017-06-23,243.13,243.51,242.47,242.88,137372,120.0,SPY
2017-06-26,243.29,244.38,243.05,243.89,120742,121.0,SPY
2017-06-27,241.33,243.38,241.31,243.04,152385,122.0,SPY
2017-06-28,243.49,243.71,242.24,242.51,120499,123.0,SPY
2017-06-29,241.35,243.72,239.96,243.66,212055,124.0,SPY
2017-06-30,241.8,242.71,241.58,242.28,141752,125.0,SPY
2017-07-03,242.21,243.37,242.29,242.9,79650,126.0,SPY
2017-07-05,242.77,243.01,241.71,242.62,104904,127.0,SPY
2017-07-06,240.55,242.03,240.34,241.88,137558,128.0,SPY
2017-07-07,242.11,242.28,241.02,241.21,96266,129.0,SPY
2017-07-10,242.37,242.8,241.76,241.95,77018,130.0,SPY
2017-07-11,242.19,242.54,240.85,242.15,110930,131.0,SPY
2017-07-12,244.01,244.2,243.31,243.31,103458,132.0,SPY
2017-07-13,244.42,244.55,243.77,244.02,81386,133.0,SPY
2017-07-14,245.56,245.97,244.31,244.42,113973,134.0,SPY
2017-07-17,245.53,245.9,245.33,245.47,59748,135.0,SPY
2017-07-18,245.66,245.72,244.67,245.06,95712,136.0,SPY
2017-07-19,246.99,247.0,246.01,246.02,94335,137.0,SPY
2017-07-20,247.1,247.42,246.47,247.25,95671,138.0,SPY
2017-07-21,246.88,246.9,246.18,246.45,113608,139.0,SPY
2017-07-24,246.82,246.98,246.29,246.81,81005,140.0,SPY
2017-07-25,247.42,247.79,247.16,247.7,93554,141.0,SPY
2017-07-26,247.43,247.78,247.13,247.76,84948,142.0,SPY
2017-07-27,247.2,248.0,245.68,247.96,156869,143.0,SPY
2017-07-28,246.91,247.06,246.14,246.65,104135,144.0,SPY
2017-07-31,246.77,247.48,246.53,247.36,98548,145.0,SPY
2017-08-01,247.32,247.5,246.8,247.45,92879,146.0,SPY
2017-08-02,247.44,247.6,246.37,247.47,105469,147.0,SPY
2017-08-03,246.96,247.33,246.64,247.31,79116,148.0,SPY
2017-08-04,247.41,247.78,246.98,247.52,107904,149.0,SPY
2017-08-07,247.87,247.87,247.37,247.5,63155,150.0,SPY
2017-08-08,247.26,248.9,246.83,247.49,125049,151.0,SPY
2017-08-09,247.25,247.31,246.06,246.46,138174,152.0,SPY
2017-08-10,243.76,246.43,243.71,246.3,253148,153.0,SPY
2017-08-11,244.12,244.8,243.75,244.0,156368,154.0,SPY
